player,team,minutes,off_poss,pts,fg2m,fg2a,Fg2Pct,fg3m,fg3a,Fg3Pct,non_heave_fg3_pct,ft_pts,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,assisted_2s_pct,NonPutbacksAssisted2sPct,assisted_3s_pct,fg3a_rate,shot_quality,efg_pct,ts_pct,pts_putbacks,fg2a_blocked,FG2APctBlocked,fg3a_blocked,FG3APctBlocked,usage,ppp,creation_rate
Patrick Williams,CHI,31,68,18,0,2,0.0,6,10,0.6,0.6,0,0,0,18,0,0.0,0.0,1.0,0.8333333333333334,0.5297833333333334,0.75,0.75,0,1,0.5,0,0.0,19.178082191780824,0.2647,0.5
Goga Bitadze,ORL,31,61,11,5,5,1.0,0,1,0.0,0.0,1,6,4,0,0,0.6,1.0,0.0,0.1666666666666666,0.6124916666666667,0.8333333333333334,0.7857142857142857,4,0,0.0,0,0.0,10.769230769230768,0.1803,0.7
Ariel Hukporti,NYK,31,67,4,2,7,0.2857142857142857,0,0,0.0,0.0,0,4,0,0,0,1.0,1.0,0.0,0.0,0.5992714285714286,0.2857142857142857,0.2857142857142857,0,1,0.1428571428571428,0,0.0,10.95890410958904,0.0597,0.5
Jalen Slawson,IND,31,64,8,1,2,0.5,2,6,0.3333333333333333,0.3333333333333333,0,2,0,6,0,1.0,1.0,1.0,0.75,0.57524375,0.5,0.5,0,0,0.0,0,0.0,11.538461538461538,0.125,0.0
Malik Monk,SAC,30,61,11,4,9,0.4444444444444444,1,3,0.3333333333333333,0.3333333333333333,0,2,6,0,3,0.25,0.25,0.0,0.25,0.5243041666666667,0.4583333333333333,0.4583333333333333,0,0,0.0,0,0.0,17.39130434782609,0.1803,0.875
Hugo González,BOS,29,61,7,2,4,0.5,1,3,0.3333333333333333,0.3333333333333333,0,2,2,3,0,0.5,1.0,1.0,0.4285714285714285,0.5574785714285714,0.5,0.4375,2,0,0.0,0,0.0,12.12121212121212,0.1148,0.25
Oscar Tshiebwe,UTA,27,56,12,6,8,0.75,0,0,0.0,0.0,0,12,0,0,0,1.0,1.0,0.0,0.0,0.61595,0.75,0.75,0,0,0.0,0,0.0,16.666666666666668,0.2143,0.5
Max Strus,CLE,27,60,9,1,3,0.3333333333333333,2,6,0.3333333333333333,0.3333333333333333,1,2,0,6,0,1.0,1.0,1.0,0.6666666666666666,0.5782944444444444,0.4444444444444444,0.45,0,0,0.0,0,0.0,17.46031746031746,0.15,0.0
Taurean Prince,MIL,27,51,13,2,3,0.6666666666666666,3,8,0.375,0.375,0,2,2,9,0,0.5,0.5,1.0,0.7272727272727273,0.581690909090909,0.5909090909090909,0.5909090909090909,0,1,0.3333333333333333,0,0.0,26.41509433962264,0.2549,0.25
Killian Hayes,SAC,26,56,12,3,6,0.5,2,3,0.6666666666666666,0.6666666666666666,0,0,6,6,0,0.0,0.0,1.0,0.3333333333333333,0.5152611111111112,0.6666666666666666,0.6666666666666666,2,0,0.0,0,0.0,19.672131147540984,0.2143,0.5
Jarred Vanderbilt,LAL,26,57,8,4,5,0.8,0,1,0.0,0.0,0,4,4,0,0,0.5,0.5,0.0,0.1666666666666666,0.6981166666666666,0.6666666666666666,0.6666666666666666,0,0,0.0,0,0.0,12.307692307692308,0.1404,0.75
Dereck Lively II,DAL,26,53,6,3,6,0.5,0,0,0.0,0.0,0,4,2,0,0,0.6666666666666666,0.6666666666666666,0.0,0.0,0.7533833333333334,0.5,0.5,0,2,0.3333333333333333,0,0.0,15.873015873015872,0.1132,0.6667
Lonzo Ball,CLE,25,54,15,0,1,0.0,5,9,0.5555555555555556,0.5555555555555556,0,0,0,9,6,0.0,0.0,0.6,0.9,0.57333,0.75,0.75,0,0,0.0,0,0.0,20.967741935483872,0.2778,0.7
Grant Williams,CHA,25,54,14,1,1,1.0,4,6,0.6666666666666666,0.6666666666666666,0,2,0,12,0,1.0,1.0,1.0,0.8571428571428571,0.5639857142857142,1.0,1.0,0,0,0.0,0,0.0,12.698412698412698,0.2593,0.0
Buddy Hield,GSW,24,48,7,2,4,0.5,1,5,0.2,0.2,0,4,0,3,0,1.0,1.0,1.0,0.5555555555555556,0.6170833333333333,0.3888888888888889,0.3888888888888889,0,0,0.0,0,0.0,17.54385964912281,0.1458,0.0
Noah Penda,ORL,23,47,11,2,3,0.6666666666666666,2,2,1.0,1.0,1,2,2,6,0,0.5,1.0,1.0,0.4,0.55923,1.0,1.1,2,0,0.0,0,0.0,9.09090909090909,0.234,0.25
Keaton Wallace,ATL,23,44,0,0,1,0.0,0,1,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.5,0.46525,0.0,0.0,0,0,0.0,0,0.0,4.166666666666667,0.0,1.0
Tony Bradley,IND,23,49,13,6,8,0.75,0,0,0.0,0.0,1,12,0,0,0,1.0,1.0,0.0,0.0,0.5082125,0.75,0.7222222222222222,0,0,0.0,0,0.0,16.363636363636363,0.2653,0.5
Jeremiah Robinson-Earl,IND,23,49,7,2,2,1.0,1,3,0.3333333333333333,0.3333333333333333,0,0,4,3,0,0.0,0.0,1.0,0.6,0.5858399999999999,0.7,0.7,4,0,0.0,0,0.0,10.909090909090908,0.1429,0.5
Bez Mbeng,UTA,23,47,0,0,0,0.0,0,1,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.58005,0.0,0.0,0,0,0.0,0,0.0,1.96078431372549,0.0,1.0
Ron Harper Jr.,BOS,22,41,5,1,3,0.3333333333333333,1,4,0.25,0.25,0,0,2,3,0,0.0,0.0,1.0,0.5714285714285714,0.5481214285714285,0.3571428571428571,0.3571428571428571,2,0,0.0,0,0.0,12.499999999999998,0.122,0.5
Craig Porter Jr.,CLE,22,41,2,1,4,0.25,0,1,0.0,0.0,0,0,2,0,0,0.0,0.0,0.0,0.2,0.5127499999999999,0.2,0.2,0,2,0.5,0,0.0,12.765957446808512,0.0488,1.0
Kyle Anderson,MEM,21,43,8,3,5,0.6,0,0,0.0,0.0,2,0,6,0,0,0.0,0.0,0.0,0.0,0.4514,0.6,0.6666666666666666,0,0,0.0,0,0.0,17.02127659574468,0.186,1.0
Amir Coffey,MIL,21,44,7,2,2,1.0,1,1,1.0,1.0,0,4,0,3,0,1.0,1.0,1.0,0.3333333333333333,0.5056999999999999,1.1666666666666667,1.1666666666666667,0,0,0.0,0,0.0,6.666666666666666,0.1591,0.0
D'Angelo Russell,DAL,21,41,6,1,3,0.3333333333333333,1,2,0.5,0.5,1,2,0,3,0,1.0,1.0,1.0,0.4,0.4957499999999999,0.5,0.5,0,0,0.0,0,0.0,18.181818181818183,0.1463,0.0
Clint Capela,HOU,21,38,9,4,7,0.5714285714285714,0,0,0.0,0.0,1,6,2,0,0,0.75,0.75,0.0,0.0,0.5316857142857143,0.5714285714285714,0.5625,0,1,0.1428571428571428,0,0.0,18.75,0.2368,0.625
Naz Reid,MIN,20,44,6,1,2,0.5,1,4,0.25,0.25,1,2,0,3,0,1.0,1.0,1.0,0.6666666666666666,0.5811916666666667,0.4166666666666667,0.4285714285714285,0,1,0.5,0,0.0,18.181818181818183,0.1364,0.0
Bogdan Bogdanović,LAC,20,38,7,2,2,1.0,1,4,0.25,0.25,0,4,0,3,0,1.0,1.0,1.0,0.6666666666666666,0.550275,0.5833333333333334,0.5833333333333334,0,0,0.0,0,0.0,13.636363636363637,0.1842,0.0
Larry Nance Jr.,CLE,19,41,8,1,1,1.0,2,4,0.5,0.5,0,2,0,6,0,1.0,1.0,1.0,0.8,0.63963,0.8,0.8,0,0,0.0,0,0.0,11.627906976744184,0.1951,0.0
Zeke Nnaji,DEN,18,39,3,0,0,0.0,1,3,0.3333333333333333,0.3333333333333333,0,0,0,3,0,0.0,0.0,1.0,1.0,0.57905,0.5,0.5,0,0,0.0,0,0.0,7.317073170731708,0.0769,0.5
Jose Alvarado,NYK,18,34,10,2,2,1.0,2,4,0.5,0.5,0,4,0,6,0,1.0,1.0,1.0,0.6666666666666666,0.518875,0.8333333333333334,0.8333333333333334,0,0,0.0,0,0.0,15.0,0.2941,0.0
Bruce Brown,DEN,18,33,7,2,3,0.6666666666666666,1,1,1.0,1.0,0,4,0,3,0,1.0,1.0,1.0,0.25,0.4559625,0.875,0.875,0,1,0.3333333333333333,0,0.0,11.76470588235294,0.2121,0.0
Bones Hyland,MIN,17,35,9,0,2,0.0,3,5,0.6,0.6,0,0,0,9,0,0.0,0.0,1.0,0.7142857142857143,0.5849857142857143,0.6428571428571429,0.6428571428571429,0,1,0.5,0,0.0,17.5,0.2571,0.5
Andersson Garcia,UTA,17,39,0,0,1,0.0,0,2,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.6666666666666666,0.5567666666666667,0.0,0.0,0,1,1.0,0,0.0,7.142857142857143,0.0,1.0
Kenrich Williams,OKC,17,33,6,0,2,0.0,2,3,0.6666666666666666,0.6666666666666666,0,0,0,6,0,0.0,0.0,1.0,0.6,0.5179600000000001,0.6,0.6,0,0,0.0,0,0.0,18.91891891891892,0.1818,0.5
KJ Simpson,CHA,16,31,8,2,3,0.6666666666666666,1,3,0.3333333333333333,0.3333333333333333,1,2,2,0,3,0.5,0.5,0.0,0.5,0.5313333333333333,0.5833333333333334,0.6666666666666666,0,0,0.0,0,0.0,15.789473684210526,0.2581,0.75
Jalen Wilson,BKN,16,33,8,1,2,0.5,1,2,0.5,0.5,3,0,2,3,0,0.0,0.0,1.0,0.5,0.538625,0.625,0.6666666666666666,0,1,0.5,0,0.0,17.142857142857142,0.2424,0.5
PJ Hall,CHA,16,32,5,1,6,0.1666666666666666,1,1,1.0,1.0,0,2,0,3,0,1.0,1.0,1.0,0.1428571428571428,0.5612357142857143,0.3571428571428571,0.3571428571428571,0,4,0.6666666666666666,0,0.0,21.05263157894737,0.1562,0.0
Obi Toppin,IND,16,38,12,3,5,0.6,0,2,0.0,0.0,6,6,0,0,0,1.0,1.0,0.0,0.2857142857142857,0.5041142857142857,0.4285714285714285,0.6,0,1,0.2,0,0.0,24.390243902439025,0.3158,0.5
Mason Plumlee,CHA,16,35,5,2,4,0.5,0,0,0.0,0.0,1,4,0,0,0,1.0,1.0,0.0,0.0,0.65375,0.5,0.625,0,1,0.25,0,0.0,16.666666666666668,0.1429,0.5
Hunter Tyson,DEN,16,31,4,2,2,1.0,0,1,0.0,0.0,0,4,0,0,0,1.0,1.0,0.0,0.3333333333333333,0.6654666666666667,0.6666666666666666,0.6666666666666666,0,0,0.0,0,0.0,12.12121212121212,0.129,0.5
Julian Phillips,CHI,15,34,5,1,2,0.5,1,3,0.3333333333333333,0.3333333333333333,0,2,0,3,0,1.0,1.0,1.0,0.6,0.5983799999999999,0.5,0.5,0,0,0.0,0,0.0,12.82051282051282,0.1471,0.0
Branden Carlson,OKC,15,32,6,0,1,0.0,2,3,0.6666666666666666,0.6666666666666666,0,0,0,6,0,0.0,0.0,1.0,0.75,0.5708375,0.75,0.75,0,0,0.0,0,0.0,15.15151515151515,0.1875,0.5
Jamison Battle,TOR,15,29,5,1,1,1.0,1,3,0.3333333333333333,0.3333333333333333,0,2,0,3,0,1.0,1.0,1.0,0.75,0.5998749999999999,0.625,0.625,0,0,0.0,0,0.0,11.428571428571429,0.1724,0.0
Karlo Matković,NOP,14,32,4,2,2,1.0,0,3,0.0,0.0,0,2,2,0,0,0.5,1.0,0.0,0.6,0.64622,0.4,0.4,2,0,0.0,0,0.0,16.666666666666668,0.125,0.75
Sharife Cooper,WAS,14,29,10,5,6,0.8333333333333334,0,1,0.0,0.0,0,0,10,0,0,0.0,0.0,0.0,0.1428571428571428,0.5241357142857143,0.7142857142857143,0.7142857142857143,0,1,0.1666666666666666,1,1.0,21.875,0.3448,1.0
Nae'Qwan Tomlin,CLE,13,25,6,2,3,0.6666666666666666,0,2,0.0,0.0,2,4,0,0,0,1.0,1.0,0.0,0.4,0.63706,0.4,0.4285714285714285,0,0,0.0,0,0.0,25.925925925925924,0.24,0.5
Xavier Tillman,BOS,13,27,4,2,2,1.0,0,1,0.0,0.0,0,0,4,0,0,0.0,0.0,0.0,0.3333333333333333,0.6384333333333333,0.6666666666666666,0.6666666666666666,2,0,0.0,0,0.0,11.76470588235294,0.1481,1.0
Dylan Harper,SAS,12,27,7,2,3,0.6666666666666666,1,1,1.0,1.0,0,2,2,3,0,0.5,0.5,1.0,0.25,0.6152624999999999,0.875,0.875,0,0,0.0,0,0.0,12.12121212121212,0.2593,0.25
Luke Kennard,LAL,12,26,3,1,2,0.5,0,2,0.0,0.0,1,2,0,0,0,1.0,1.0,0.0,0.5,0.506075,0.25,0.25,0,0,0.0,0,0.0,17.857142857142854,0.1154,0.5
Micah Peavy,NOP,12,26,0,0,2,0.0,0,2,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.5,0.502725,0.0,0.0,0,1,0.5,0,0.0,15.15151515151515,0.0,1.0
Asa Newell,ATL,12,25,2,1,3,0.3333333333333333,0,1,0.0,0.0,0,2,0,0,0,1.0,1.0,0.0,0.25,0.56675,0.25,0.25,0,1,0.3333333333333333,0,0.0,20.689655172413797,0.08,0.5
Gary Harris,MIL,11,24,4,0,0,0.0,1,2,0.5,0.5,1,0,0,3,0,0.0,0.0,1.0,1.0,0.5747249999999999,0.75,0.6666666666666666,0,0,0.0,0,0.0,11.538461538461538,0.1667,0.5
Thomas Bryant,CLE,11,26,7,2,3,0.6666666666666666,1,1,1.0,1.0,0,4,0,3,0,1.0,1.0,1.0,0.25,0.566725,0.875,0.875,0,0,0.0,0,0.0,15.384615384615383,0.2692,0.0
Jevon Carter,ORL,11,25,0,0,0,0.0,0,1,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.57045,0.0,0.0,0,0,0.0,0,0.0,3.571428571428571,0.0,1.0
Gary Payton II,GSW,11,23,4,2,3,0.6666666666666666,0,1,0.0,0.0,0,2,2,0,0,0.5,0.5,0.0,0.25,0.58175,0.5,0.5,0,1,0.3333333333333333,0,0.0,16.666666666666668,0.1739,0.75
Kennedy Chandler,UTA,11,25,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,11.538461538461538,0.0,1.0
Tyler Kolek,NYK,11,22,7,2,5,0.4,1,2,0.5,0.5,0,2,2,3,0,0.5,0.5,1.0,0.2857142857142857,0.5386857142857143,0.5,0.5,0,1,0.2,0,0.0,26.666666666666668,0.3182,0.25
Brandon Clarke,MEM,10,22,2,1,4,0.25,0,0,0.0,0.0,0,0,2,0,0,0.0,0.0,0.0,0.0,0.607575,0.25,0.2,2,1,0.25,0,0.0,18.51851851851852,0.0909,1.0
Cameron Payne,PHI,10,18,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,1.0
Jaime Jaquez Jr.,MIA,10,20,6,2,4,0.5,0,2,0.0,0.0,2,2,2,0,0,0.5,0.5,0.0,0.3333333333333333,0.5438999999999999,0.3333333333333333,0.4285714285714285,0,1,0.25,0,0.0,23.333333333333336,0.3,0.75
Jamal Cain,ORL,10,19,5,0,1,0.0,1,3,0.3333333333333333,0.3333333333333333,2,0,0,3,0,0.0,0.0,1.0,0.75,0.51805,0.375,0.5,0,0,0.0,0,0.0,22.727272727272727,0.2632,0.5
Terrence Shannon Jr.,MIN,10,19,1,0,1,0.0,0,1,0.0,0.0,1,0,0,0,0,0.0,0.0,0.0,0.5,0.6433,0.0,0.1666666666666666,0,0,0.0,0,0.0,12.5,0.0526,1.0
Jordan Miller,LAC,10,17,3,0,1,0.0,0,0,0.0,0.0,3,0,0,0,0,0.0,0.0,0.0,0.0,0.6511,0.0,0.5,0,0,0.0,0,0.0,16.666666666666668,0.1765,1.0
Dorian Finney-Smith,HOU,9,16,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,1.0
Tyrese Proctor,CLE,9,21,6,0,1,0.0,2,3,0.6666666666666666,0.6666666666666666,0,0,0,3,3,0.0,0.0,0.5,0.75,0.599625,0.75,0.75,0,1,1.0,0,0.0,16.666666666666668,0.2857,0.75
Maxi Kleber,LAL,9,19,9,2,3,0.6666666666666666,1,2,0.5,0.5,2,4,0,3,0,1.0,1.0,1.0,0.4,0.62983,0.7,0.75,0,0,0.0,0,0.0,28.571428571428573,0.4737,0.0
Amari Williams,BOS,9,19,0,0,2,0.0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.47075,0.0,0.0,0,0,0.0,0,0.0,15.0,0.0,1.0
Tre Mann,CHA,9,20,13,3,4,0.75,1,3,0.3333333333333333,0.3333333333333333,4,2,4,3,0,0.3333333333333333,0.3333333333333333,1.0,0.4285714285714285,0.5678214285714286,0.6428571428571429,0.7222222222222222,0,0,0.0,0,0.0,43.47826086956522,0.65,0.3333
E.J. Liddell,BKN,8,16,6,0,0,0.0,2,2,1.0,1.0,0,0,0,6,0,0.0,0.0,1.0,1.0,0.601875,1.5,1.5,0,0,0.0,0,0.0,23.52941176470588,0.375,0.5
Chaney Johnson,BKN,8,16,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,1.0
Dalton Knecht,LAL,8,20,2,1,1,1.0,0,1,0.0,0.0,0,0,2,0,0,0.0,0.0,0.0,0.5,0.521025,0.5,0.5,0,0,0.0,0,0.0,9.090909090909092,0.1,1.0
Moussa Cisse,DAL,8,17,2,1,5,0.2,0,0,0.0,0.0,0,0,2,0,0,0.0,0.0,0.0,0.0,0.64456,0.2,0.2,0,0,0.0,0,0.0,28.571428571428573,0.1176,1.0
Aaron Holiday,HOU,8,15,0,0,0,0.0,0,2,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.589125,0.0,0.0,0,0,0.0,0,0.0,8.695652173913043,0.0,1.0
Patrick Baldwin Jr.,SAC,8,18,0,0,2,0.0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.6231,0.0,0.0,0,0,0.0,0,0.0,15.0,0.0,1.0
Nick Smith Jr.,LAL,8,16,0,0,1,0.0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.4405,0.0,0.0,0,0,0.0,0,0.0,5.88235294117647,0.0,1.0
Robert Williams III,POR,8,15,0,0,2,0.0,0,1,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.3333333333333333,0.5903833333333334,0.0,0.0,0,0,0.0,0,0.0,20.0,0.0,1.0
LJ Cryer,GSW,7,14,2,1,1,1.0,0,3,0.0,0.0,0,2,0,0,0,1.0,1.0,0.0,0.75,0.513225,0.25,0.25,0,0,0.0,0,0.0,28.57142857142857,0.1429,0.5
Nate Williams,GSW,7,14,0,0,1,0.0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.4555,0.0,0.0,0,0,0.0,0,0.0,7.142857142857142,0.0,1.0
Bronny James,LAL,7,14,0,0,0,0.0,0,2,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.583125,0.0,0.0,0,0,0.0,0,0.0,14.285714285714285,0.0,1.0
Nikola Jović,MIA,7,18,1,0,2,0.0,0,0,0.0,0.0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.53275,0.0,0.1666666666666666,0,0,0.0,0,0.0,16.666666666666668,0.0556,1.0
Lucas Williamson,MEM,7,13,6,0,0,0.0,2,2,1.0,1.0,0,0,0,6,0,0.0,0.0,1.0,1.0,0.585075,1.5,1.5,0,0,0.0,0,0.0,14.285714285714285,0.4615,0.5
Andre Jackson Jr.,MIL,7,14,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,1.0
Malevy Leons,GSW,7,11,0,0,0,0.0,0,1,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.5613,0.0,0.0,0,0,0.0,0,0.0,8.333333333333334,0.0,1.0
Yang Hansen,POR,6,14,0,0,1,0.0,0,1,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.5,0.513675,0.0,0.0,0,0,0.0,0,0.0,17.64705882352941,0.0,1.0
Toby Okani,MEM,6,13,0,0,1,0.0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.4345,0.0,0.0,0,1,1.0,0,0.0,12.5,0.0,1.0
Dru Smith,MIA,6,13,2,0,2,0.0,0,1,0.0,0.0,2,0,0,0,0,0.0,0.0,0.0,0.3333333333333333,0.4874166666666666,0.0,0.25,0,0,0.0,0,0.0,27.77777777777778,0.1538,1.0
Jordan Clarkson,NYK,6,11,5,1,1,1.0,1,1,1.0,1.0,0,0,2,3,0,0.0,0.0,1.0,0.5,0.49195,1.25,1.25,0,0,0.0,0,0.0,18.181818181818183,0.4545,0.5
Lawson Lovering,MEM,6,15,1,0,0,0.0,0,0,0.0,0.0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0,0,0.0,0,0.0,5.2631578947368425,0.0667,1.0
Isaac Jones,SAC,6,10,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,1.0
Orlando Robinson,ORL,6,12,5,1,2,0.5,1,1,1.0,1.0,0,2,0,3,0,1.0,1.0,1.0,0.3333333333333333,0.5082666666666666,0.8333333333333334,0.8333333333333334,0,0,0.0,0,0.0,21.428571428571427,0.4167,0.0
Blake Hinson,UTA,6,12,3,0,0,0.0,1,1,1.0,1.0,0,0,0,3,0,0.0,0.0,1.0,1.0,0.51915,1.5,1.5,0,0,0.0,0,0.0,6.666666666666667,0.25,0.5
Trayce Jackson-Davis,GSW,5,9,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,1.0
Dylan Cardwell,SAC,5,10,2,1,1,1.0,0,0,0.0,0.0,0,2,0,0,0,1.0,1.0,0.0,0.0,0.5924,1.0,1.0,0,0,0.0,0,0.0,8.333333333333334,0.2,0.5
MarJon Beauchamp,PHI,5,10,3,0,1,0.0,1,2,0.5,0.5,0,0,0,3,0,0.0,0.0,1.0,0.6666666666666666,0.4981833333333333,0.5,0.5,0,1,1.0,0,0.0,30.769230769230766,0.3,0.5
Gradey Dick,TOR,5,10,5,1,1,1.0,1,2,0.5,0.5,0,2,0,3,0,1.0,1.0,1.0,0.6666666666666666,0.5369166666666666,0.8333333333333334,0.8333333333333334,0,0,0.0,0,0.0,27.272727272727277,0.5,0.0
Bismack Biyombo,SAS,4,10,4,2,2,1.0,0,0,0.0,0.0,0,2,2,0,0,0.5,0.5,0.0,0.0,0.7861,1.0,1.0,0,0,0.0,0,0.0,16.666666666666668,0.4,0.75
Joan Beringer,MIN,4,8,2,1,1,1.0,0,0,0.0,0.0,0,2,0,0,0,1.0,1.0,0.0,0.0,0.7125,1.0,1.0,0,0,0.0,0,0.0,12.5,0.25,0.5
Caleb Love,POR,4,8,0,0,1,0.0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.4583,0.0,0.0,0,0,0.0,0,0.0,11.11111111111111,0.0,1.0
Jared McCain,PHI,4,7,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,1.0
Kobe Bufkin,LAL,3,6,2,1,1,1.0,0,1,0.0,0.0,0,0,2,0,0,0.0,0.0,0.0,0.5,0.477625,0.5,0.5,0,0,0.0,0,0.0,28.57142857142857,0.3333,1.0
James Wiseman,IND,3,7,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,14.285714285714285,0.0,1.0
Garrison Mathews,IND,2,5,0,0,0,0.0,0,1,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.567,0.0,0.0,0,0,0.0,0,0.0,20.0,0.0,1.0
