name_slug,name,season_year,fga,total_zone_fga,u10_fga,o10_fg2a,fg3a,p_exp_efgpct,act_efgpct,efg_above_position,efg_above_league,u10_fgpct_p_diff,o10_fg2pct_p_diff,fg3pct_p_diff,ptv_raw
kevon-looney,Kevon Looney,2021,196,196,152,27,17,0.5691,0.5561,-0.013,-0.0205,-0.0158,-0.0734,0.0714,-0.01617
khem-birch,Khem Birch,2021,380,380,256,72,52,0.5113,0.5145,0.0032,-0.0866,-0.0115,0.0426,0.0139,0.00223
khris-middleton,Khris Middleton,2021,1073,1073,302,406,365,0.543,0.5457,0.0027,0.0507,0.0228,-0.0276,0.0131,0.00043
khyri-thomas,Khyri Thomas,2021,66,66,26,13,27,0.5298,0.553,0.0232,0.0098,0.0513,0.0769,-0.0198,0.02726
killian-hayes,Killian Hayes,2021,198,198,65,62,71,0.4091,0.4091,0.0,-0.0791,0.0,0.0,0.0,0.0
killian-tillie,Killian Tillie,2021,57,57,19,5,33,0.4211,0.4211,0.0,-0.1248,0.0,0.0,0.0,0.0
kira-lewis-jr,Kira Lewis Jr.,2021,337,337,168,49,120,0.4451,0.4451,0.0,-0.0831,0.0,0.0,0.0,0.0
kj-martin,KJ Martin,2021,318,318,217,5,96,0.5645,0.5645,0.0,-0.0359,0.0,0.0,0.0,0.0
kostas-antetokounmpo,Kostas Antetokounmpo,2021,10,10,9,1,0,0.35,0.3,-0.05,-0.2218,-0.0556,0.0,,-0.05004
kris-dunn,Kris Dunn,2021,12,12,9,1,2,0.3235,0.0833,-0.2402,-0.4315,-0.2224,0.0,-0.2933,-0.21568
kristaps-porzi-is,Kristaps PorziÅ†Ä£is,2021,682,682,239,185,258,0.5458,0.5477,0.0019,0.0141,-0.0042,0.005,0.0035,0.00121
kristaps-porzingis,Kristaps Porzingis,2021,682,682,239,185,258,0.5458,0.5477,0.0019,0.0141,-0.0042,0.005,0.0035,0.00121
kyle-anderson,Kyle Anderson,2021,658,658,244,153,261,0.5326,0.5395,0.0069,0.0199,0.007,-0.0095,0.011,0.00475
kyle-guy,Kyle Guy,2021,88,88,29,13,46,0.4001,0.4034,0.0033,-0.1128,0.0,-0.0257,0.009,0.00091
kyle-kuzma,Kyle Kuzma,2021,752,752,256,117,379,0.5077,0.5339,0.0262,-0.0032,0.0158,-0.0186,0.0315,0.01836
kyle-lowry,Kyle Lowry,2021,595,595,157,107,331,0.5281,0.5471,0.019,0.0348,-0.0288,-0.0379,0.04,0.00784
kyrie-irving,Kyrie Irving,2021,1085,1085,389,318,378,0.5626,0.576,0.0134,0.0752,0.0118,0.0526,-0.0119,0.0155
kz-okpala,KZ Okpala,2021,96,96,43,3,50,0.4349,0.4375,0.0026,-0.1373,-0.0117,0.0,0.01,-3e-05
lamar-stevens,Lamar Stevens,2021,136,136,65,46,25,0.4706,0.4706,0.0,-0.0401,0.0,0.0,0.0,0.0
lamarcus-aldridge,LaMarcus Aldridge,2021,296,296,74,142,80,0.5262,0.5253,-0.0009,0.0167,-0.0811,0.015,0.0302,-0.00492
lamelo-ball,LaMelo Ball,2021,672,672,296,114,262,0.5067,0.5067,0.0,-0.011,0.0,0.0,0.0,0.0
landry-shamet,Landry Shamet,2021,456,456,77,46,333,0.5592,0.5493,-0.0099,0.0149,0.0074,-0.0329,-0.007,-0.00718
langston-galloway,Langston Galloway,2021,147,147,24,38,85,0.5363,0.5714,0.0351,0.0625,0.011,-0.0191,0.0441,0.02236
larry-nance-jr,Larry Nance Jr.,2021,272,272,127,31,114,0.5589,0.546,-0.0129,-0.0165,-0.0215,0.0158,-0.0076,-0.01142
lauri-markkanen,Lauri Markkanen,2021,520,520,196,28,296,0.5663,0.5952,0.0289,0.0259,0.0264,0.0151,0.0213,0.02289
lebron-james,LeBron James,2021,796,796,341,181,274,0.5624,0.5672,0.0048,0.0526,0.004,0.0198,-0.0028,0.00525
lonnie-walker-iv,Lonnie Walker IV,2021,609,609,202,125,282,0.4867,0.5025,0.0158,-0.0213,0.022,0.0473,-0.0018,0.01617
lonzo-ball,Lonzo Ball,2021,697,697,133,109,455,0.5127,0.538,0.0253,0.0076,0.0219,0.0416,0.0149,0.02041
lou-williams,Lou Williams,2021,647,647,190,284,173,0.4737,0.4629,-0.0108,-0.0166,-0.0363,-0.0362,0.0394,-0.01601
louis-king,Louis King,2021,34,34,15,8,11,0.5221,0.5588,0.0367,0.0539,0.0,0.0625,0.0454,0.02939
luguentz-dort,Luguentz Dort,2021,638,638,271,38,329,0.4609,0.4757,0.0148,-0.0588,-0.0075,0.0307,0.0209,0.00942
luka-don-i,Luka DonÄiÄ‡,2021,1342,1342,472,325,545,0.528,0.5522,0.0242,0.0636,0.0211,0.0337,0.0141,0.02131
luka-samanic,Luka Samanic,2021,105,105,57,5,43,0.487,0.5048,0.0178,-0.0566,0.0318,0.0,0.0007,0.01755
luke-kennard,Luke Kennard,2021,400,400,70,113,217,0.5789,0.6013,0.0224,0.0881,-0.0083,0.0107,0.0255,0.0154
luke-kornet,Luke Kornet,2021,101,101,39,3,59,0.5582,0.5099,-0.0483,-0.0865,0.0499,0.0556,-0.0791,-0.02529
malachi-flynn,Malachi Flynn,2021,341,341,88,85,168,0.4516,0.4516,0.0,-0.0363,0.0,0.0,0.0,0.0
malcolm-brogdon,Malcolm Brogdon,2021,979,979,400,205,374,0.5288,0.5276,-0.0012,0.0184,-0.0199,0.0012,0.0117,-0.00341
malik-beasley,Malik Beasley,2021,600,600,195,84,321,0.5569,0.5467,-0.0102,0.0128,-0.0543,-0.0291,0.0143,-0.01407
malik-fitts,Malik Fitts,2021,3,3,1,0,2,0.5,0.5,0.0,-0.1096,0.0,,0.0,0.0
malik-monk,Malik Monk,2021,399,399,137,50,212,0.506,0.5401,0.0341,0.0206,-0.0322,-0.0586,0.0659,0.01662
mamadi-diakite,Mamadi Diakite,2021,40,40,24,8,8,0.4125,0.4125,0.0,-0.1487,0.0,0.0,0.0,0.0
marc-gasol,Marc Gasol,2021,193,193,39,33,121,0.536,0.5855,0.0495,0.0291,0.1248,-0.0391,0.0329,0.03916
marcus-morris-sr,Marcus Morris Sr.,2021,584,584,93,195,296,0.5589,0.5925,0.0336,0.103,-0.0606,0.0117,0.0518,0.02051
marcus-smart,Marcus Smart,2021,510,510,150,78,282,0.4947,0.4892,-0.0055,-0.0351,-0.0026,0.051,-0.0151,-0.00131
markelle-fultz,Markelle Fultz,2021,104,104,55,33,16,0.5074,0.4135,-0.0939,-0.0815,-0.0496,-0.1389,-0.102,-0.086
markieff-morris,Markieff Morris,2021,376,376,95,73,208,0.4931,0.4867,-0.0064,-0.0398,0.0258,0.0623,-0.0302,0.00191
markus-howard,Markus Howard,2021,106,106,22,19,65,0.4623,0.4623,0.0,-0.0428,0.0,0.0,0.0,0.0
marques-bolden,Marques Bolden,2021,3,3,2,1,0,0.3333,0.3333,0.0,-0.0835,0.0,0.0,,0.0
marquese-chriss,Marquese Chriss,2021,14,14,9,0,5,0.3886,0.3929,0.0043,-0.1659,-0.0225,,0.0348,-0.00204
marvin-bagley-iii,Marvin Bagley III,2021,488,488,348,32,108,0.5368,0.5441,0.0073,-0.0302,0.0013,0.0399,0.0111,0.006
mason-jones,Mason Jones,2021,122,122,39,17,66,0.5246,0.5246,0.0,-0.023,0.0,0.0,0.0,0.0
mason-plumlee,Mason Plumlee,2021,378,378,325,46,7,0.5989,0.6138,0.0149,0.0284,0.0201,-0.0074,-0.0536,0.01539
matisse-thybulle,Matisse Thybulle,2021,243,243,92,8,143,0.5193,0.5082,-0.0111,-0.0737,0.0376,-0.0104,-0.0282,-0.0027
matt-thomas,Matt Thomas,2021,127,127,14,33,80,0.5538,0.5,-0.0538,-0.0026,-0.0952,0.0151,-0.05,-0.03807
matthew-dellavedova,Matthew Dellavedova,2021,56,56,20,11,25,0.3603,0.2857,-0.0746,-0.2279,-0.0039,-0.0187,-0.1038,-0.05141
maurice-harkless,Maurice Harkless,2021,165,165,69,12,84,0.4978,0.4879,-0.0099,-0.0631,0.0177,0.0792,-0.0303,-0.00226
max-strus,Max Strus,2021,186,186,38,1,147,0.5908,0.5914,0.0006,0.0413,-0.0065,0.0,0.0016,-6e-05
maxi-kleber,Maxi Kleber,2021,275,275,35,28,212,0.533,0.58,0.047,0.0239,-0.048,-0.0534,0.0507,0.02754
meyers-leonard,Meyers Leonard,2021,7,7,0,0,7,0.7004,0.6429,-0.0575,0.0713,,,-0.0383,-0.0383
mfiondu-kabengele,Mfiondu Kabengele,2021,89,89,32,7,50,0.4725,0.4438,-0.0287,-0.1252,0.0282,0.0,-0.0461,-0.01576
michael-carter-williams,Michael Carter-Williams,2021,270,270,165,44,61,0.4326,0.4167,-0.0159,-0.1028,-0.0134,0.0151,-0.03,-0.01251
michael-porter-jr,Michael Porter Jr.,2021,812,812,286,146,380,0.6413,0.6459,0.0046,0.0993,0.0078,-0.0027,0.0034,0.00385
mikal-bridges,Mikal Bridges,2021,657,657,256,91,310,0.6071,0.64,0.0329,0.0701,0.0334,0.0065,0.0268,0.02656
mike-conley,Mike Conley,2021,638,638,192,112,334,0.5291,0.5494,0.0203,0.0368,-0.0243,0.0397,0.0263,0.01342
mike-james,Mike James,2021,92,92,35,26,31,0.4293,0.4293,0.0,-0.0568,0.0,0.0,0.0,0.0
mike-muscala,Mike Muscala,2021,267,267,52,31,184,0.5572,0.573,0.0158,0.0204,0.0548,0.0036,0.0046,0.01426
mike-scott,Mike Scott,2021,211,211,29,27,155,0.5327,0.4858,-0.0469,-0.0543,0.0052,-0.0927,-0.0325,-0.03502
miles-bridges,Miles Bridges,2021,618,618,295,35,288,0.5596,0.5987,0.0391,0.0328,0.0354,-0.0313,0.0344,0.03116
mitchell-robinson,Mitchell Robinson,2021,166,166,166,0,0,0.6977,0.6446,-0.0531,-0.002,-0.0531,,,-0.0531
miye-oni,Miye Oni,2021,99,99,11,0,88,0.5134,0.5051,-0.0083,-0.0475,0.0,,-0.0063,-0.0056
mo-bamba,Mo Bamba,2021,301,301,142,41,118,0.5291,0.5349,0.0058,-0.0294,0.0239,-0.0306,-0.0023,0.00621
mont-morris,MontÃ© Morris,2021,382,382,151,98,133,0.537,0.5458,0.0088,0.0325,-0.0036,0.0115,0.0139,0.00637
monte-morris,Monte Morris,2021,382,382,151,98,133,0.537,0.5458,0.0088,0.0325,-0.0036,0.0115,0.0139,0.00637
montrezl-harrell,Montrezl Harrell,2021,594,594,490,94,10,0.6074,0.6212,0.0138,0.065,0.0165,0.0181,-0.1044,0.01472
moritz-wagner,Moritz Wagner,2021,229,229,133,5,91,0.5595,0.5218,-0.0377,-0.0606,-0.0919,0.0,0.0264,-0.04288
moses-brown,Moses Brown,2021,250,250,250,0,0,0.5282,0.536,0.0078,-0.059,0.0078,,,0.0078
mychal-mulder,Mychal Mulder,2021,264,264,49,2,213,0.5936,0.6061,0.0125,0.0483,-0.0112,0.0,0.0121,0.00768
myles-turner,Myles Turner,2021,432,432,206,20,206,0.5651,0.5567,-0.0084,-0.0234,0.018,-0.1058,-0.0169,-0.00437
naji-marshall,Naji Marshall,2021,208,208,100,25,83,0.4639,0.4639,0.0,-0.0688,0.0,0.0,0.0,0.0
nassir-little,Nassir Little,2021,167,167,62,25,80,0.481,0.5509,0.0699,0.0256,0.0697,0.0267,0.0557,0.05656
nate-darling,Nate Darling,2021,7,7,0,0,7,0.4286,0.4286,0.0,-0.1209,,,0.0,0.0
nate-hinton,Nate Hinton,2021,42,42,11,12,19,0.4048,0.4048,0.0,-0.088,0.0,0.0,0.0,0.0
nathan-knight,Nathan Knight,2021,99,99,64,2,33,0.404,0.404,0.0,-0.1557,0.0,0.0,0.0,0.0
naz-reid,Naz Reid,2021,581,581,392,15,174,0.549,0.5757,0.0267,0.0091,0.0363,0.0,0.005,0.02599
nemanja-bjelica,Nemanja Bjelica,2021,196,196,99,12,85,0.5527,0.523,-0.0297,-0.0321,0.0329,0.0361,-0.0747,-0.01357
nerlens-noel,Nerlens Noel,2021,224,224,190,31,3,0.6413,0.6116,-0.0297,-0.0113,-0.0321,0.0061,-0.1667,-0.02862
nic-claxton,Nic Claxton,2021,145,145,135,5,5,0.6239,0.6241,0.0002,0.0093,-0.0041,0.0,0.08,-0.00106
nick-richards,Nick Richards,2021,9,9,8,0,1,0.4444,0.4444,0.0,-0.176,0.0,,0.0,0.0
nickeil-alexander-walker,Nickeil Alexander-Walker,2021,456,456,174,64,218,0.5029,0.5044,0.0015,-0.0083,0.0226,0.0097,-0.0119,0.0043
nico-mannion,Nico Mannion,2021,111,111,28,25,58,0.4505,0.4505,0.0,-0.0473,0.0,0.0,0.0,0.0
nicolas-batum,Nicolas Batum,2021,412,412,82,59,271,0.6032,0.5971,-0.0061,0.0482,0.0208,-0.0477,-0.0035,-0.00499
nicolo-melli,Nicolo Melli,2021,141,141,34,22,85,0.4722,0.4078,-0.0644,-0.1242,-0.0823,0.0424,-0.0565,-0.04729
nikola-joki,Nikola JokiÄ‡,2021,1275,1275,744,295,236,0.5782,0.6031,0.0249,0.0759,0.0051,0.0332,0.0513,0.02015
nikola-vu-evi,Nikola VuÄeviÄ‡,2021,1397,1397,510,446,441,0.5225,0.5397,0.0172,0.0199,0.016,-0.0045,0.027,0.01293
nikola-vucevic,Nikola Vucevic,2021,1397,1397,510,446,441,0.5225,0.5397,0.0172,0.0199,0.016,-0.0045,0.027,0.01293
noah-vonleh,Noah Vonleh,2021,3,3,1,0,2,0.2188,0.0,-0.2188,-0.5647,0.0,,-0.2188,-0.14587
norman-powell,Norman Powell,2021,918,918,407,95,416,0.5808,0.5703,-0.0105,0.044,-0.0255,-0.0098,0.0028,-0.01105
norvel-pelle,Norvel Pelle,2021,15,15,15,0,0,0.5483,0.5333,-0.015,-0.0484,-0.015,,,-0.015
obi-toppin,Obi Toppin,2021,207,207,107,15,85,0.5556,0.5556,0.0,-0.0279,0.0,0.0,0.0,0.0
og-anunoby,OG Anunoby,2021,518,518,216,41,261,0.5505,0.5811,0.0306,0.039,0.0257,-0.0036,0.0267,0.02388
onyeka-okongwu,Onyeka Okongwu,2021,149,149,137,8,4,0.6443,0.6443,0.0,0.049,0.0,0.0,0.0,0.0
oshae-brissett,Oshae Brissett,2021,151,151,69,4,78,0.5688,0.5927,0.0239,-0.0063,0.001,0.0,0.0304,0.01616
otto-porter-jr,Otto Porter Jr.,2021,227,227,54,69,104,0.5437,0.5176,-0.0261,-0.0091,-0.0514,-0.0472,0.0007,-0.02625
p-j-dozier,P.J. Dozier,2021,351,351,147,56,148,0.4879,0.4829,-0.005,-0.0488,0.0056,-0.0345,-0.0029,-0.00438
p-j-tucker,P.J. Tucker,2021,173,173,50,8,115,0.5171,0.4711,-0.046,-0.1034,-0.0322,0.0125,-0.0375,-0.03366
p-j-washington,P.J. Washington,2021,685,685,355,42,288,0.5277,0.5204,-0.0073,-0.0428,-0.022,0.0516,0.0015,-0.00761
pascal-siakam,Pascal Siakam,2021,960,960,518,196,246,0.5,0.4922,-0.0078,-0.0236,-0.0025,-0.0015,-0.0162,-0.00581
pat-connaughton,Pat Connaughton,2021,387,387,106,9,272,0.5453,0.5646,0.0193,-0.0067,-0.0348,-0.0556,0.0285,0.00921
patrick-beverley,Patrick Beverley,2021,212,212,65,8,139,0.5256,0.5472,0.0216,0.0076,-0.0124,0.0208,0.025,0.01337
patrick-mccaw,Patrick McCaw,2021,1,1,1,0,0,0.5714,1.0,0.4286,0.4513,0.4286,,,0.4286
patrick-patterson,Patrick Patterson,2021,154,154,39,11,104,0.5394,0.5649,0.0255,-0.0091,0.0555,0.2406,-0.0056,0.02746
patrick-williams,Patrick Williams,2021,528,528,239,151,138,0.5341,0.5341,0.0,0.0058,0.0,0.0,0.0,0.0
patty-mills,Patty Mills,2021,612,612,96,86,430,0.5383,0.5433,0.005,0.0273,-0.0302,0.038,0.0041,0.00348
paul-george,Paul George,2021,952,952,295,241,416,0.5285,0.5572,0.0287,0.0598,0.0196,0.04,0.0192,0.02459
paul-millsap,Paul Millsap,2021,396,396,211,43,142,0.545,0.5391,-0.0059,-0.0135,0.0146,0.0041,-0.0262,-0.00117
paul-reed,Paul Reed,2021,78,78,64,8,6,0.5385,0.5385,0.0,-0.0243,0.0,0.0,0.0,0.0
paul-watson,Paul Watson,2021,82,82,16,2,64,0.6442,0.6463,0.0021,0.1143,0.0646,0.0,-0.0089,0.00566
payton-pritchard,Payton Pritchard,2021,417,417,121,48,248,0.5635,0.5635,0.0,0.04,0.0,0.0,0.0,0.0
pj-dozier,PJ Dozier,2021,351,351,147,56,148,0.4879,0.4829,-0.005,-0.0488,0.0056,-0.0345,-0.0029,-0.00438
precious-achiuwa,Precious Achiuwa,2021,228,228,211,16,1,0.5439,0.5439,0.0,-0.0571,0.0,0.0,0.0,0.0
quinn-cook,Quinn Cook,2021,68,68,22,20,26,0.4966,0.5074,0.0108,0.0058,-0.1078,-0.0179,0.0888,-0.00619
quinndary-weatherspoon,Quinndary Weatherspoon,2021,35,35,21,8,6,0.4405,0.4714,0.0309,-0.0725,0.0515,0.0,0.0,0.0309
r-j-hampton,R.J. Hampton,2021,313,313,158,68,87,0.4776,0.4776,0.0,-0.0498,0.0,0.0,0.0,0.0
rajon-rondo,Rajon Rondo,2021,215,215,105,21,89,0.4999,0.5256,0.0257,0.0157,0.0211,0.0007,0.0246,0.02056
raul-neto,Raul Neto,2021,447,447,217,66,164,0.5475,0.5391,-0.0084,0.0025,-0.0269,-0.0101,0.0111,-0.01048
ray-spalding,Ray Spalding,2021,4,4,3,0,1,0.375,0.5,0.125,-0.0414,0.1667,,0.0,0.12502
rayjon-tucker,Rayjon Tucker,2021,18,18,10,1,7,0.5278,0.5556,0.0278,-0.0034,0.0,0.0,0.0476,0.01851
reggie-bullock,Reggie Bullock,2021,557,557,70,91,396,0.5542,0.5889,0.0347,0.0444,-0.007,0.0569,0.0246,0.02591
reggie-bullock-jr,Reggie Bullock Jr.,2021,557,557,70,91,396,0.5542,0.5889,0.0347,0.0444,-0.007,0.0569,0.0246,0.02591
reggie-jackson,Reggie Jackson,2021,580,580,193,109,278,0.5379,0.5534,0.0155,0.0458,0.0189,-0.0245,0.0194,0.01098
reggie-perry,Reggie Perry,2021,77,77,53,3,21,0.4416,0.4416,0.0,-0.1527,0.0,0.0,0.0,0.0
richaun-holmes,Richaun Holmes,2021,575,575,371,193,11,0.6293,0.6383,0.009,0.0705,-0.0046,0.0355,0.0,0.00895
ricky-rubio,Ricky Rubio,2021,498,498,163,121,214,0.4708,0.4538,-0.017,-0.0692,0.0054,-0.0472,-0.0113,-0.01456
rj-barrett,RJ Barrett,2021,1049,1049,556,185,308,0.4797,0.4995,0.0198,-0.0189,0.0103,0.0258,0.0222,0.01653
robert-covington,Robert Covington,2021,509,509,128,25,356,0.5439,0.5334,-0.0105,-0.0092,-0.0775,0.0374,0.0068,-0.0129
robert-franks,Robert Franks,2021,28,28,11,2,15,0.5536,0.5536,0.0,-0.0137,0.0,0.0,0.0,0.0
robert-williams-iii,Robert Williams III,2021,258,258,229,27,2,0.7069,0.7209,0.014,0.0907,0.0111,0.0401,0.0,0.01405
robert-woodard-ii,Robert Woodard II,2021,19,19,9,4,6,0.4474,0.4474,0.0,-0.0801,0.0,0.0,0.0,0.0
robin-lopez,Robin Lopez,2021,424,424,390,16,18,0.6309,0.6403,0.0094,0.0767,0.0131,-0.0177,-0.0312,0.01006
rodions-kurucs,Rodions Kurucs,2021,32,32,9,2,21,0.4967,0.4375,-0.0592,-0.1345,-0.0594,0.0,-0.0431,-0.04499
rodney-hood,Rodney Hood,2021,260,260,53,94,113,0.4736,0.4269,-0.0467,-0.0463,0.0173,-0.044,-0.0526,-0.03524
rodney-mcgruder,Rodney McGruder,2021,70,70,36,10,24,0.5024,0.6071,0.1047,0.0718,0.0823,0.0538,0.1064,0.08649
romeo-langford,Romeo Langford,2021,59,59,32,9,18,0.4207,0.3983,-0.0224,-0.1557,-0.02,-0.0556,-0.0067,-0.02137
rondae-hollis-jefferson,Rondae Hollis-Jefferson,2021,18,18,16,1,1,0.4244,0.5,0.0756,-0.1143,0.0668,0.6667,-0.25,0.08253
royce-o-neale,Royce O'Neale,2021,394,394,106,10,278,0.5912,0.5799,-0.0113,0.0084,0.0019,0.0133,-0.0114,-0.00719
rudy-gay,Rudy Gay,2021,626,626,138,210,278,0.5275,0.5064,-0.0211,0.0069,-0.0391,-0.052,0.0075,-0.02273
rudy-gobert,Rudy Gobert,2021,578,578,564,10,4,0.6757,0.6747,-0.001,0.0291,-0.0021,0.06,0.0,-0.00101
rui-hachimura,Rui Hachimura,2021,647,647,284,226,137,0.5143,0.5139,-0.0004,-0.0285,-0.009,0.004,0.0068,-0.00111
russell-westbrook,Russell Westbrook,2021,1238,1238,536,429,273,0.4624,0.4742,0.0118,-0.0287,-0.0177,0.0302,0.0269,0.00873
ryan-arcidiacono,Ryan Arcidiacono,2021,117,117,24,26,67,0.5557,0.5256,-0.0301,-0.0082,-0.0532,-0.0192,-0.0174,-0.02514
saben-lee,Saben Lee,2021,210,210,166,21,23,0.4905,0.4905,0.0,-0.0413,0.0,0.0,0.0,0.0
saddiq-bey,Saddiq Bey,2021,685,685,170,62,453,0.5328,0.5328,0.0,-0.0051,0.0,0.0,0.0,0.0
sam-merrill,Sam Merrill,2021,72,72,16,9,47,0.5903,0.5903,0.0,0.0524,0.0,0.0,0.0,0.0
sean-mcdermott,Sean McDermott,2021,33,33,9,2,22,0.4697,0.4697,0.0,-0.0872,0.0,0.0,0.0,0.0
sekou-doumbouya,Sekou Doumbouya,2021,280,280,151,15,114,0.4284,0.4286,0.0002,-0.1417,0.0141,-0.0555,-0.0073,0.00166
semi-ojeleye,Semi Ojeleye,2021,221,221,44,19,158,0.5108,0.5339,0.0231,-0.0209,0.0405,-0.0144,0.0153,0.01776
serge-ibaka,Serge Ibaka,2021,355,355,189,57,109,0.5596,0.5662,0.0066,0.0061,-0.0229,0.0707,0.0162,0.00413
seth-curry,Seth Curry,2021,552,552,102,170,280,0.5836,0.5815,-0.0021,0.0816,-0.0455,0.0218,-0.0005,-0.00195
shai-gilgeous-alexander,Shai Gilgeous-Alexander,2021,564,564,297,97,170,0.5277,0.57,0.0423,0.0786,0.0549,-0.0061,0.032,0.03751
shake-milton,Shake Milton,2021,667,667,258,206,203,0.5092,0.503,-0.0062,0.0209,-0.0161,0.027,-0.0181,-0.0034
shaquille-harrison,Shaquille Harrison,2021,75,75,52,7,16,0.4518,0.3667,-0.0851,-0.1776,-0.0864,0.0715,-0.0996,-0.07448
sindarius-thornwell,Sindarius Thornwell,2021,45,45,19,4,22,0.3711,0.3778,0.0067,-0.1744,-0.0369,0.0,0.0303,-0.00077
skylar-mays,Skylar Mays,2021,98,98,46,12,40,0.5204,0.5204,0.0,-0.0151,0.0,0.0,0.0,0.0
solomon-hill,Solomon Hill,2021,297,297,73,12,212,0.4879,0.4714,-0.0165,-0.0837,0.0294,-0.0787,-0.0191,-0.00959
spencer-dinwiddie,Spencer Dinwiddie,2021,16,16,9,0,7,0.6022,0.4375,-0.1647,-0.1475,-0.163,,-0.1113,-0.14038
stanley-johnson,Stanley Johnson,2021,232,232,82,13,137,0.4635,0.4806,0.0171,-0.0566,-0.0312,-0.0102,0.0324,0.00753
stephen-curry,Stephen Curry,2021,1357,1357,385,178,794,0.5897,0.6061,0.0164,0.0945,0.0213,0.0141,0.0097,0.01357
sterling-brown,Sterling Brown,2021,329,329,102,16,211,0.5473,0.5851,0.0378,0.0527,0.0049,0.0062,0.0374,0.02581
steven-adams,Steven Adams,2021,307,307,285,19,3,0.5902,0.6124,0.0222,0.0189,0.0335,-0.112,-0.1333,0.02287
svi-mykhailiuk,Svi Mykhailiuk,2021,506,506,144,48,314,0.5281,0.5148,-0.0133,-0.0156,0.0246,0.0445,-0.0263,-0.0051
t-j-leaf,T.J. Leaf,2021,10,10,9,1,0,0.4898,0.5,0.0102,-0.0779,0.0114,0.0,,0.01026
t-j-mcconnell,T.J. McConnell,2021,490,490,296,146,48,0.5621,0.5745,0.0124,0.0681,-0.0174,0.0884,-0.0234,0.01354
t-j-warren,T.J. Warren,2021,51,51,24,20,7,0.5916,0.5294,-0.0622,0.003,0.0725,-0.0108,-0.4474,-0.03153
tacko-fall,Tacko Fall,2021,29,29,28,1,0,0.7496,0.7241,-0.0255,0.1362,-0.0263,0.0,,-0.02539
taj-gibson,Taj Gibson,2021,158,158,123,20,15,0.6336,0.6361,0.0025,0.0452,0.0254,-0.0765,-0.0533,0.00503
talen-horton-tucker,Talen Horton-Tucker,2021,487,487,300,56,131,0.4978,0.4959,-0.0019,-0.0205,-0.0008,-0.0089,-0.0009,-0.00176
taurean-prince,Taurean Prince,2021,321,321,111,58,152,0.5048,0.4969,-0.0079,-0.0235,-0.0573,-0.0268,0.0236,-0.01348
terance-mann,Terance Mann,2021,342,342,198,55,89,0.5542,0.5541,-0.0001,0.0066,0.0065,-0.0182,-0.0025,0.00019
terence-davis,Terence Davis,2021,456,456,165,24,267,0.5336,0.5351,0.0015,-0.001,-0.0016,0.0275,0.0007,0.00128
terrance-ferguson,Terrance Ferguson,2021,7,7,1,1,5,0.4647,0.1429,-0.3218,-0.4053,0.2,0.0,-0.3271,-0.20507
terrence-ross,Terrence Ross,2021,615,615,104,247,264,0.4886,0.4854,-0.0032,0.0145,0.0209,0.0165,-0.0209,0.00119
terry-rozier,Terry Rozier,2021,1127,1127,346,213,568,0.5249,0.5479,0.023,0.034,0.0106,0.0735,0.0078,0.02108
thaddeus-young,Thaddeus Young,2021,664,664,578,41,45,0.5544,0.5663,0.0119,0.0173,0.022,0.0039,-0.074,0.01438
thanasis-antetokounmpo,Thanasis Antetokounmpo,2021,137,137,104,4,29,0.5151,0.5146,-0.0005,-0.0543,-0.0007,0.0,0.0,-0.00053
theo-maledon,Theo Maledon,2021,611,611,196,105,310,0.4534,0.4534,0.0,-0.0591,0.0,0.0,0.0,0.0
theo-pinson,Theo Pinson,2021,9,9,0,1,8,0.3567,0.1111,-0.2456,-0.4214,,0.0,-0.1842,-0.16373
thomas-bryant,Thomas Bryant,2021,91,91,56,14,21,0.6725,0.6978,0.0253,0.0833,0.0591,-0.1926,0.0537,0.01913
thon-maker,Thon Maker,2021,18,18,14,2,2,0.5112,0.5556,0.0444,0.0005,0.0699,0.125,-0.1429,0.05238
tim-frazier,Tim Frazier,2021,20,20,5,7,8,0.3387,0.15,-0.1887,-0.3705,0.0444,-0.1381,-0.2524,-0.1382
tim-hardaway-jr,Tim Hardaway Jr.,2021,909,909,219,162,528,0.5415,0.5616,0.0201,0.0507,0.0611,-0.024,0.011,0.01683
timothe-luwawu-cabarrot,Timothe Luwawu-Cabarrot,2021,356,356,94,23,239,0.486,0.4705,-0.0155,-0.0862,0.0006,0.0108,-0.0163,-0.01009
tobias-harris,Tobias Harris,2021,924,924,450,266,208,0.5396,0.5563,0.0167,0.0576,0.0186,0.0168,0.0083,0.01576
tomas-satoransky,Tomas Satoransky,2021,326,326,147,62,117,0.53,0.5828,0.0528,0.051,0.0541,0.1053,0.0158,0.05009
tony-bradley,Tony Bradley,2021,192,192,173,16,3,0.6491,0.6615,0.0124,0.0302,0.0195,0.0,-0.2222,0.0141
tony-snell,Tony Snell,2021,170,170,38,24,108,0.5871,0.7,0.1129,0.1639,-0.1263,-0.0243,0.1518,0.06478
torrey-craig,Torrey Craig,2021,227,227,98,23,106,0.5549,0.5661,0.0112,-0.0065,-0.0217,0.0483,0.0223,0.00594
trae-young,Trae Young,2021,1109,1109,416,297,396,0.5072,0.4991,-0.0081,-0.0033,-0.0041,0.0105,-0.0176,-0.00501
tre-jones,Tre Jones,2021,78,78,56,17,5,0.4936,0.4936,0.0,-0.0184,0.0,0.0,0.0,0.0
